college_name,student_name,mentor_name,department_name,academic_year,total_students,total_departments,total_faculty,year_of_study,student_count,faculty_count,student_faculty_ratio,avg_attendance_pct,hackathon_id,hackathon_name,hackathon_type,conducting_body,participation_level,mode,total_registered_students,total_participants,teams_formed,departments_participated,female_participation_pct,projects_submitted,projects_completed,shortlisted_projects,prizes_won_count,prize_level,problem_solving_score_avg,students_placed,placement_percentage,avg_package_lpa,highest_package_lpa,companies_visited,hackathon_to_placement_ratio,internships_offered,ppo_offers,lab_utilization_pct,software_tools_used,budget_allocated,budget_utilized,cost_per_student,repeat_participants_pct,dropout_from_hackathon,attendance_vs_participation_corr,academic_vs_hackathon_corr,month,quarter,year,yoy_participation_growth,yoy_placement_growth
Thiagarajar College of Engineering,Sanjay Sharma 722,Dr. Sunita M.,CSE,2022-23,3847,9,222,3,128,6,11.4,73,H002,College Innovation Hackathon,Internal,College,College,Online,33,76,4,6,33,15,19,1,2,State,78,173,90,5.0,13.7,15,0.62,11,0,85,MATLAB,28,28,27089,52,10,0.85,0.4,July,Q2,2025,22,11
Coimbatore Institute of Technology (CIT),Abhishek Reddy 540,Prof. Venkatesh R.,CSE,2024-25,3865,9,229,4,109,14,12.9,74,H001,Smart India Hackathon,External,Government,National,Offline,95,67,21,5,27,10,21,1,3,National,80,184,71,3.5,9.9,28,0.4,21,4,91,MATLAB,57,25,25994,35,7,0.73,0.49,March,Q1,2022,17,8
Kumaraguru College of Technology,Ishani Kumar 958,Dr. Kavita J.,MECH,2024-25,2505,9,206,3,88,6,14.1,80,H001,Smart India Hackathon,External,Government,National,Online,77,33,7,8,17,14,12,6,3,National,74,199,52,8.6,10.5,22,0.48,20,15,86,AutoCAD,47,21,19130,20,16,0.64,0.42,January,Q4,2024,11,17
Coimbatore Institute of Technology (CIT),Sneha Patel 908,Dr. Rajesh K.,ECE,2023-24,3072,9,202,3,169,6,14.7,94,H001,Smart India Hackathon,External,Government,National,Online,95,73,14,5,24,17,8,4,3,,68,71,70,4.8,23.4,10,0.69,36,12,69,Embedded,52,27,16799,37,14,0.66,0.68,July,Q3,2025,5,6
SASTRA Deemed University,Abhishek Patel 779,Prof. Aruna D.,ECE,2023-24,3000,9,251,2,217,15,18.0,86,H002,College Innovation Hackathon,Internal,College,College,Online,100,78,19,3,19,3,12,8,3,National,60,153,52,4.6,20.5,33,0.68,21,8,92,MATLAB,60,43,25974,42,6,0.6,0.65,March,Q3,2022,15,15
PSG College of Technology,Sneha Gupta 342,Prof. Venkatesh R.,CIVIL,2023-24,3509,9,209,2,170,14,10.2,72,H003,Industry CodeFest,External,Company,State,Online,92,32,10,6,12,9,16,6,0,College,81,170,68,7.8,11.8,16,0.41,11,1,71,Python,57,44,16970,37,17,0.81,0.44,March,Q1,2022,13,11
Vellore Institute of Technology (VIT),Ananya Kumar 433,Prof. Lakshmi S.,CSE,2023-24,3608,9,201,4,61,13,18.2,76,H003,Industry CodeFest,External,Company,State,Offline,62,27,5,7,24,21,10,0,3,National,89,121,88,6.2,19.8,10,0.67,6,8,67,MATLAB,30,32,27082,22,8,0.53,0.48,March,Q3,2025,6,18
Vellore Institute of Technology (VIT),Rahul Patel 787,Dr. Kavita J.,MECH,2022-23,3986,9,206,2,153,10,18.3,83,H001,Smart India Hackathon,External,Government,National,Online,108,23,8,6,34,3,7,5,0,State,81,137,46,4.0,10.7,12,0.38,11,13,69,MATLAB,37,51,26693,55,13,0.8,0.46,March,Q4,2025,10,18
Amrita Vishwa Vidyapeetham,Ananya Kumar 684,Prof. Aruna D.,CHEMICAL,2024-25,2938,9,182,3,110,12,13.0,94,H002,College Innovation Hackathon,Internal,College,College,Offline,31,89,6,9,18,4,9,8,0,,72,196,77,7.8,21.9,11,0.56,39,7,63,MATLAB,23,50,24943,54,5,0.55,0.62,July,Q1,2024,13,14
Thiagarajar College of Engineering,Aditi Kumar 852,Prof. Venkatesh R.,AI&DS,2022-23,3375,9,242,2,112,8,18.0,77,H001,Smart India Hackathon,External,Government,National,Online,86,33,22,6,14,16,22,8,0,National,74,72,83,5.2,22.4,10,0.32,5,0,56,Python,25,38,17702,25,5,0.73,0.59,January,Q4,2024,6,4
SRM Institute of Science and Technology,Rahul Das 598,Dr. Amit V.,EEE,2023-24,3876,9,194,3,189,10,17.5,78,H002,College Innovation Hackathon,Internal,College,College,Online,30,84,7,7,44,18,11,7,0,State,65,103,72,7.2,8.7,22,0.53,37,13,84,Python,22,56,15800,20,11,0.8,0.55,July,Q1,2024,21,12
PSG College of Technology,Deepak Nair 573,Dr. Kavita J.,AI&DS,2023-24,3653,9,195,2,120,12,11.5,78,H002,College Innovation Hackathon,Internal,College,College,Online,61,62,24,3,33,12,7,9,3,College,77,40,80,6.3,14.9,17,0.51,40,14,94,AutoCAD,21,57,27756,53,8,0.5,0.42,January,Q1,2025,13,20
SRM Institute of Science and Technology,Arjun Gupta 719,Prof. Ramesh B.,ECE,2024-25,3029,9,202,1,200,13,15.0,77,H002,College Innovation Hackathon,Internal,College,College,Online,68,39,19,8,14,15,10,3,1,College,64,132,79,7.6,20.3,26,0.59,24,13,74,MATLAB,21,33,21877,28,14,0.74,0.74,September,Q2,2022,14,12
Anna University,Aditi Kumar 940,Prof. Ramesh B.,ECE,2023-24,3097,9,260,4,159,8,13.5,94,H001,Smart India Hackathon,External,Government,National,Offline,116,52,4,4,35,10,23,5,2,State,69,79,95,9.0,8.4,12,0.53,24,13,72,AutoCAD,52,54,23689,52,3,0.76,0.69,July,Q2,2023,13,14
Coimbatore Institute of Technology (CIT),Sneha Verma 649,Dr. Meenakshi P.,EEE,2024-25,2626,9,223,4,69,10,16.9,71,H003,Industry CodeFest,External,Company,State,Offline,50,41,9,4,32,9,18,4,2,College,72,86,91,4.3,9.7,13,0.66,34,14,62,Embedded,23,56,18254,35,5,0.7,0.48,March,Q2,2025,25,14
Anna University,Arjun Nair 951,Dr. Sunita M.,MECH,2022-23,3981,9,189,1,81,15,17.6,85,H002,College Innovation Hackathon,Internal,College,College,Offline,69,27,17,7,36,20,18,0,0,State,66,36,91,3.7,9.8,34,0.51,40,4,93,Embedded,20,33,26278,44,13,0.64,0.68,July,Q3,2022,18,4
Coimbatore Institute of Technology (CIT),Divya Kumar 473,Prof. Venkatesh R.,MECH,2024-25,3208,9,197,4,74,7,13.1,72,H002,College Innovation Hackathon,Internal,College,College,Online,87,96,21,5,16,20,11,3,1,,76,152,61,8.5,18.0,34,0.8,17,5,65,MATLAB,58,56,23287,29,5,0.55,0.51,July,Q4,2022,7,12
SRM Institute of Science and Technology,Vikram Nair 395,Dr. Kavita J.,CSE,2024-25,3597,9,232,3,70,11,16.3,94,H001,Smart India Hackathon,External,Government,National,Offline,50,78,15,6,37,4,18,1,0,State,73,34,42,9.2,22.9,11,0.56,18,11,79,Cloud,58,23,27496,21,15,0.51,0.58,July,Q2,2022,10,10
SASTRA Deemed University,Nisha Patel 119,Prof. Lakshmi S.,CHEMICAL,2022-23,3380,9,245,3,200,8,14.4,73,H002,College Innovation Hackathon,Internal,College,College,Offline,100,77,16,9,45,23,6,9,1,National,69,40,47,5.0,23.2,10,0.7,33,6,76,AutoCAD,35,48,25929,55,7,0.61,0.48,July,Q1,2022,8,15
Coimbatore Institute of Technology (CIT),Deepak Nair 963,Prof. Aruna D.,CIVIL,2022-23,3539,9,227,1,204,15,17.1,95,H003,Industry CodeFest,External,Company,State,Offline,56,88,8,3,38,11,20,2,3,,84,189,76,8.3,22.8,31,0.45,40,14,60,Embedded,38,27,23769,43,15,0.7,0.63,March,Q3,2022,14,4
PSG College of Technology,Sneha Nair 783,Dr. Amit V.,AI&DS,2024-25,2898,9,202,3,108,7,11.8,94,H003,Industry CodeFest,External,Company,State,Online,57,33,16,6,45,4,15,9,0,,64,131,80,4.2,21.0,38,0.32,33,5,68,AutoCAD,55,32,23519,34,13,0.72,0.64,July,Q2,2023,22,4
Amrita Vishwa Vidyapeetham,Aditi Das 768,Dr. Meenakshi P.,CHEMICAL,2023-24,3859,9,195,1,96,15,16.1,80,H002,College Innovation Hackathon,Internal,College,College,Online,90,33,15,7,32,20,23,2,3,National,62,170,64,6.9,13.9,30,0.34,18,0,90,Cloud,47,24,26010,29,9,0.77,0.53,July,Q1,2024,11,12
IIT Madras,Rohan Reddy 826,Dr. Rajesh K.,PHARMACY,2024-25,3136,9,245,2,129,6,18.5,75,H001,Smart India Hackathon,External,Government,National,Offline,116,43,3,3,42,16,21,6,3,College,61,59,93,9.4,14.6,16,0.34,17,10,56,Python,24,42,23647,23,11,0.48,0.65,January,Q3,2022,19,17
Coimbatore Institute of Technology (CIT),Ishani Reddy 344,Dr. Meenakshi P.,EEE,2023-24,3814,9,232,2,220,8,10.5,81,H003,Industry CodeFest,External,Company,State,Online,101,50,11,3,41,17,16,9,2,,65,44,85,9.2,23.1,33,0.5,31,4,93,MATLAB,42,19,24100,25,18,0.74,0.73,September,Q1,2023,23,6
Anna University,Deepak Sharma 798,Prof. Venkatesh R.,CHEMICAL,2024-25,3881,9,248,1,127,7,19.7,76,H002,College Innovation Hackathon,Internal,College,College,Online,78,44,5,4,30,14,7,3,2,,63,149,74,9.1,15.9,16,0.72,15,3,60,Embedded,30,18,21223,27,10,0.75,0.5,July,Q2,2025,20,15
Vellore Institute of Technology (VIT),Priya Reddy 112,Dr. Sunita M.,PHARMACY,2022-23,3416,9,189,1,199,10,13.1,88,H001,Smart India Hackathon,External,Government,National,Online,112,36,21,5,13,7,14,4,0,College,73,100,58,9.5,12.0,16,0.64,11,12,85,Embedded,26,27,22589,51,8,0.82,0.43,March,Q1,2025,23,9
Kumaraguru College of Technology,Sneha Nair 907,Dr. Sunita M.,ECE,2024-25,3359,9,201,2,206,14,13.4,85,H002,College Innovation Hackathon,Internal,College,College,Offline,49,69,10,9,44,10,5,8,1,National,73,37,61,4.9,20.8,40,0.67,36,13,80,Python,49,48,26470,23,15,0.79,0.6,September,Q2,2022,16,4
Kumaraguru College of Technology,Deepak Reddy 676,Prof. Lakshmi S.,PHARMACY,2024-25,2850,9,203,2,117,11,13.3,75,H001,Smart India Hackathon,External,Government,National,Online,70,99,14,3,31,20,16,1,2,,78,68,86,3.9,19.1,39,0.39,13,10,91,Cloud,49,56,15646,55,11,0.54,0.65,July,Q1,2023,9,5
SASTRA Deemed University,Divya Iyer 186,Dr. Sunita M.,PETROLEUM,2024-25,3994,9,209,1,198,12,19.8,89,H003,Industry CodeFest,External,Company,State,Offline,84,52,23,4,29,22,12,9,0,College,69,118,68,7.3,16.6,40,0.71,7,14,60,AutoCAD,31,33,23912,45,17,0.61,0.48,March,Q1,2025,13,16
Thiagarajar College of Engineering,Ananya Das 523,Prof. Lakshmi S.,ECE,2024-25,3859,9,239,1,186,15,15.3,82,H003,Industry CodeFest,External,Company,State,Online,99,88,16,7,41,25,6,2,2,State,75,39,90,7.4,13.4,26,0.3,16,7,78,Python,37,19,25871,43,15,0.6,0.65,September,Q1,2022,8,9
Anna University,Sanjay Singh 322,Dr. Rajesh K.,CHEMICAL,2023-24,3267,9,214,2,124,8,19.3,82,H003,Industry CodeFest,External,Company,State,Offline,95,65,9,4,32,22,11,2,1,State,81,166,87,7.0,12.6,22,0.72,19,6,89,Embedded,26,39,21633,30,11,0.48,0.67,July,Q2,2024,20,9
SRM Institute of Science and Technology,Sneha Nair 392,Dr. Amit V.,PETROLEUM,2024-25,2851,9,231,4,210,9,18.7,77,H001,Smart India Hackathon,External,Government,National,Offline,87,92,24,5,16,10,18,1,3,National,71,36,81,6.4,12.5,22,0.77,40,10,56,Embedded,40,49,27664,38,11,0.54,0.48,January,Q1,2022,20,19
Anna University,Manoj Iyer 194,Prof. Lakshmi S.,EEE,2024-25,3943,9,222,1,208,9,12.7,71,H001,Smart India Hackathon,External,Government,National,Online,66,41,15,5,15,13,11,7,0,National,86,113,52,4.1,20.4,21,0.61,18,13,85,Embedded,26,33,21983,48,13,0.47,0.78,July,Q2,2022,14,6
Thiagarajar College of Engineering,Rohan Das 212,Dr. Rajesh K.,CSE,2023-24,3284,9,258,3,195,7,17.0,86,H001,Smart India Hackathon,External,Government,National,Offline,91,22,22,8,18,18,2,4,2,State,67,161,73,6.8,21.0,22,0.38,13,10,90,Cloud,46,21,20315,52,16,0.77,0.58,September,Q3,2024,10,8
Thiagarajar College of Engineering,Ishani Singh 642,Dr. Meenakshi P.,CIVIL,2023-24,3870,9,215,3,198,11,17.3,83,H003,Industry CodeFest,External,Company,State,Offline,60,93,12,4,42,7,11,9,0,College,85,139,61,3.7,23.9,10,0.74,7,4,74,AutoCAD,60,32,24606,34,5,0.83,0.45,January,Q3,2024,7,10
Amrita Vishwa Vidyapeetham,Sriya Gupta 477,Dr. Rajesh K.,CSE,2023-24,2569,9,246,3,112,12,15.6,75,H002,College Innovation Hackathon,Internal,College,College,Online,56,53,12,9,43,19,21,6,3,,64,157,94,7.6,23.9,23,0.52,33,9,81,MATLAB,20,26,21001,52,8,0.82,0.52,January,Q2,2023,22,7
SASTRA Deemed University,Priya Reddy 106,Dr. Meenakshi P.,EEE,2022-23,2909,9,257,2,96,6,16.3,89,H001,Smart India Hackathon,External,Government,National,Online,27,63,3,3,43,10,15,4,3,State,66,171,69,5.6,17.1,34,0.54,38,2,84,MATLAB,31,40,22865,49,13,0.55,0.79,July,Q4,2023,17,8
SRM Institute of Science and Technology,Nisha Iyer 315,Dr. Kavita J.,CSE,2024-25,2684,9,245,3,176,12,19.0,87,H001,Smart India Hackathon,External,Government,National,Online,113,28,15,3,45,8,16,1,3,State,62,147,83,4.8,15.5,32,0.66,16,0,75,MATLAB,31,27,24447,33,16,0.8,0.78,September,Q3,2022,25,13
IIT Madras,Abhishek Nair 140,Prof. Ramesh B.,MECH,2022-23,3165,9,226,2,122,15,18.6,87,H001,Smart India Hackathon,External,Government,National,Online,60,86,12,5,36,6,17,10,3,,67,71,91,5.9,12.2,10,0.59,21,8,91,Cloud,59,25,17956,48,17,0.45,0.63,September,Q1,2023,6,14
Kumaraguru College of Technology,Rohan Gupta 675,Prof. Venkatesh R.,MECH,2023-24,3972,9,194,4,114,13,17.1,80,H003,Industry CodeFest,External,Company,State,Online,94,86,19,4,18,7,2,10,0,State,85,123,65,7.9,20.3,11,0.57,16,1,57,AutoCAD,55,49,24938,49,17,0.59,0.48,July,Q3,2023,12,16
IIT Madras,Pooja Kumar 959,Dr. Sunita M.,CSE,2022-23,3069,9,218,1,120,12,16.5,88,H001,Smart India Hackathon,External,Government,National,Offline,34,73,5,5,20,9,20,1,0,State,80,177,50,8.2,20.4,28,0.67,6,2,74,MATLAB,50,35,25711,52,9,0.47,0.73,January,Q4,2025,7,10
SRM Institute of Science and Technology,Vikram Iyer 878,Dr. Amit V.,CIVIL,2022-23,2797,9,230,1,72,8,17.3,73,H003,Industry CodeFest,External,Company,State,Online,40,30,24,8,39,16,16,10,1,College,63,185,89,8.0,9.5,13,0.49,11,4,66,Python,27,57,26823,22,17,0.5,0.54,September,Q2,2023,24,10
IIT Madras,Deepak Das 249,Prof. Lakshmi S.,CSE,2022-23,3383,9,228,3,146,9,15.4,91,H003,Industry CodeFest,External,Company,State,Online,78,98,24,9,29,19,5,2,2,State,63,53,58,3.6,17.5,22,0.61,13,10,55,Embedded,40,26,17459,38,15,0.5,0.74,March,Q3,2024,17,6
PSG College of Technology,Aditi Verma 311,Dr. Suresh T.,CSE,2024-25,3665,9,256,2,148,8,17.8,88,H003,Industry CodeFest,External,Company,State,Offline,22,27,10,6,17,7,10,3,3,National,77,113,74,5.7,13.2,39,0.37,6,8,59,MATLAB,21,27,22894,23,16,0.5,0.65,September,Q2,2025,13,5
SRM Institute of Science and Technology,Rahul Sharma 799,Dr. Meenakshi P.,EEE,2024-25,3977,9,190,1,170,12,18.6,70,H002,College Innovation Hackathon,Internal,College,College,Offline,49,31,7,9,28,19,22,1,2,National,68,70,92,8.8,18.7,10,0.41,23,1,70,Python,27,19,25094,43,15,0.83,0.63,September,Q3,2025,14,6
Amrita Vishwa Vidyapeetham,Ananya Verma 174,Dr. Suresh T.,PETROLEUM,2024-25,3212,9,227,4,132,12,18.4,77,H003,Industry CodeFest,External,Company,State,Offline,81,28,7,9,26,17,15,0,0,College,77,45,89,4.2,21.3,13,0.32,6,13,90,MATLAB,26,46,21531,37,5,0.65,0.57,January,Q1,2022,16,18
PSG College of Technology,Manoj Das 544,Dr. Meenakshi P.,ECE,2022-23,3974,9,193,2,147,6,14.6,76,H003,Industry CodeFest,External,Company,State,Online,72,72,6,4,13,17,9,5,0,College,86,103,63,9.3,24.2,25,0.45,30,5,62,MATLAB,21,19,24259,47,8,0.59,0.74,July,Q4,2025,18,12
Anna University,Rahul Nair 227,Dr. Kavita J.,CIVIL,2022-23,3649,9,180,1,145,9,20.0,95,H001,Smart India Hackathon,External,Government,National,Online,97,66,8,9,38,11,15,6,3,State,62,120,77,3.9,12.1,14,0.65,35,0,57,Python,37,43,21796,47,6,0.57,0.53,January,Q1,2022,6,18
Kumaraguru College of Technology,Ishani Iyer 381,Prof. Ramesh B.,CIVIL,2023-24,2576,9,182,4,127,15,12.4,94,H001,Smart India Hackathon,External,Government,National,Online,111,87,25,9,27,21,2,5,1,College,70,74,42,5.0,18.4,11,0.7,24,15,80,Embedded,53,49,25467,34,5,0.53,0.64,January,Q4,2025,24,13
SRM Institute of Science and Technology,Abhishek Nair 733,Prof. Ramesh B.,ECE,2022-23,2804,9,207,4,184,10,19.5,85,H002,College Innovation Hackathon,Internal,College,College,Offline,93,49,10,4,21,13,15,2,1,National,78,175,47,9.5,15.6,10,0.33,21,5,82,MATLAB,21,31,22655,23,17,0.78,0.62,March,Q1,2022,18,5
PSG College of Technology,Pranav Sharma 119,Prof. Venkatesh R.,EEE,2024-25,3785,9,213,1,84,14,19.4,95,H003,Industry CodeFest,External,Company,State,Online,50,62,24,8,42,22,18,9,3,State,88,58,45,9.4,24.4,33,0.72,37,9,87,Python,24,52,21537,36,12,0.66,0.46,January,Q4,2024,21,20
SRM Institute of Science and Technology,Pranav Das 858,Prof. Aruna D.,MECH,2023-24,3396,9,181,4,198,8,10.6,70,H003,Industry CodeFest,External,Company,State,Offline,89,20,16,6,30,18,23,1,1,State,72,174,45,5.3,14.9,34,0.62,10,5,87,Cloud,57,35,27967,30,16,0.67,0.6,September,Q4,2025,25,5
Thiagarajar College of Engineering,Abhishek Iyer 526,Prof. Aruna D.,CHEMICAL,2023-24,2969,9,195,1,126,7,17.9,83,H003,Industry CodeFest,External,Company,State,Online,65,69,4,6,45,23,9,2,3,National,81,171,75,4.8,20.3,21,0.35,34,12,66,AutoCAD,60,20,24908,46,12,0.78,0.55,March,Q3,2025,5,12
PSG College of Technology,Sanjay Verma 759,Prof. Lakshmi S.,CIVIL,2022-23,3409,9,181,3,99,14,13.4,82,H001,Smart India Hackathon,External,Government,National,Online,40,60,21,9,25,23,15,4,1,College,76,176,90,8.2,12.5,22,0.57,37,7,94,Python,47,26,19235,45,18,0.51,0.8,September,Q1,2025,5,6
SRM Institute of Science and Technology,Ishani Patel 753,Prof. Ramesh B.,ECE,2022-23,2731,9,255,3,123,11,16.6,89,H001,Smart India Hackathon,External,Government,National,Online,46,67,6,4,23,18,15,0,2,State,67,41,56,5.4,16.7,22,0.47,6,5,78,AutoCAD,39,49,17369,36,6,0.7,0.57,January,Q2,2024,13,4
Coimbatore Institute of Technology (CIT),Pooja Nair 653,Prof. Ramesh B.,PHARMACY,2023-24,3491,9,188,4,192,8,17.0,89,H001,Smart India Hackathon,External,Government,National,Online,89,84,3,9,35,17,19,2,0,National,62,143,57,6.0,22.4,13,0.69,25,5,80,Cloud,36,52,21917,54,10,0.73,0.63,September,Q3,2025,23,13
Amrita Vishwa Vidyapeetham,Deepak Gupta 791,Dr. Kavita J.,ECE,2024-25,3034,9,220,3,72,7,11.2,74,H002,College Innovation Hackathon,Internal,College,College,Online,27,76,14,4,34,25,3,5,0,College,75,50,67,7.6,9.1,36,0.6,40,12,68,Cloud,40,33,21730,28,6,0.66,0.5,July,Q1,2025,20,4
Kumaraguru College of Technology,Manoj Kumar 557,Dr. Amit V.,CSE,2024-25,3833,9,253,1,137,8,13.0,88,H003,Industry CodeFest,External,Company,State,Offline,42,21,12,6,34,24,10,8,3,,75,135,43,5.5,15.4,15,0.31,24,10,82,AutoCAD,51,46,20569,54,3,0.68,0.71,July,Q3,2023,11,20
Coimbatore Institute of Technology (CIT),Karthik Kumar 304,Dr. Sunita M.,CSE,2022-23,3256,9,213,4,163,12,17.8,90,H001,Smart India Hackathon,External,Government,National,Online,118,68,13,8,28,4,5,6,2,National,67,43,40,7.7,19.5,15,0.73,12,5,64,AutoCAD,31,46,22015,50,18,0.57,0.45,July,Q1,2025,5,7
IIT Madras,Pranav Gupta 266,Dr. Sunita M.,ECE,2024-25,2704,9,191,2,155,14,18.2,78,H002,College Innovation Hackathon,Internal,College,College,Offline,27,15,20,3,16,18,20,8,3,,82,156,75,4.3,22.9,15,0.59,27,14,55,AutoCAD,48,26,26768,46,11,0.79,0.66,September,Q1,2023,8,9
SRM Institute of Science and Technology,Rahul Kumar 457,Prof. Aruna D.,CSE,2023-24,2968,9,241,2,147,9,14.3,92,H003,Industry CodeFest,External,Company,State,Offline,116,83,4,6,45,14,22,2,2,National,90,161,51,5.4,10.1,27,0.65,19,10,71,AutoCAD,37,21,15515,47,11,0.57,0.55,September,Q3,2023,11,6
SASTRA Deemed University,Ishani Sharma 473,Dr. Meenakshi P.,ECE,2022-23,3960,9,237,2,133,14,16.1,93,H001,Smart India Hackathon,External,Government,National,Offline,107,94,5,6,38,15,8,3,2,State,75,73,41,4.6,22.2,27,0.49,15,2,85,AutoCAD,20,52,15995,24,15,0.83,0.73,July,Q3,2023,6,16
Vellore Institute of Technology (VIT),Rohan Verma 648,Prof. Venkatesh R.,MECH,2024-25,3530,9,198,3,128,15,18.9,80,H003,Industry CodeFest,External,Company,State,Online,59,16,4,9,16,19,4,6,3,,76,103,72,8.9,22.3,21,0.79,22,8,71,AutoCAD,36,34,22004,23,9,0.78,0.75,January,Q4,2023,19,7
Kumaraguru College of Technology,Ishani Verma 992,Prof. Ramesh B.,CSE,2024-25,3720,9,195,3,97,14,14.6,86,H001,Smart India Hackathon,External,Government,National,Offline,88,64,22,7,37,21,18,8,1,College,69,110,70,7.0,10.3,25,0.35,33,4,71,Cloud,34,20,16467,54,15,0.73,0.47,March,Q2,2023,23,18
PSG College of Technology,Vikram Reddy 349,Dr. Suresh T.,EEE,2024-25,2711,9,199,2,88,14,15.0,82,H001,Smart India Hackathon,External,Government,National,Online,92,41,8,7,42,4,20,8,1,State,64,61,42,8.4,8.3,17,0.39,5,0,59,Embedded,44,47,22110,44,6,0.47,0.41,September,Q4,2022,5,6
Thiagarajar College of Engineering,Arjun Iyer 634,Dr. Sunita M.,CHEMICAL,2023-24,2690,9,216,2,75,9,19.0,79,H002,College Innovation Hackathon,Internal,College,College,Offline,103,46,23,3,42,4,17,4,3,State,66,110,59,6.0,24.7,20,0.72,11,1,55,MATLAB,21,47,27314,45,8,0.45,0.73,July,Q3,2025,19,6
Anna University,Deepak Patel 331,Prof. Venkatesh R.,PETROLEUM,2022-23,3392,9,235,1,159,12,12.7,72,H003,Industry CodeFest,External,Company,State,Online,102,65,14,5,15,25,4,3,2,College,85,144,74,5.4,14.8,36,0.76,22,15,57,Embedded,59,18,21017,55,9,0.62,0.62,July,Q2,2025,22,16
Vellore Institute of Technology (VIT),Aditi Iyer 375,Dr. Sunita M.,EEE,2023-24,2531,9,247,4,119,14,14.3,87,H003,Industry CodeFest,External,Company,State,Online,80,82,24,8,41,22,4,5,0,National,85,181,67,4.6,15.7,12,0.58,29,0,93,MATLAB,28,19,16425,28,16,0.8,0.71,July,Q4,2023,17,4
Anna University,Rahul Kumar 745,Dr. Meenakshi P.,CHEMICAL,2022-23,3670,9,227,1,95,7,17.8,81,H003,Industry CodeFest,External,Company,State,Offline,85,55,6,6,41,17,11,1,1,,69,128,78,4.6,9.3,27,0.64,40,4,72,Python,58,55,21599,28,16,0.56,0.47,September,Q3,2022,19,5
IIT Madras,Nisha Reddy 645,Prof. Ramesh B.,CHEMICAL,2022-23,2715,9,250,3,148,10,13.7,71,H002,College Innovation Hackathon,Internal,College,College,Offline,75,79,7,3,19,7,13,7,0,College,90,42,44,7.3,11.7,32,0.75,31,8,58,Cloud,30,31,17228,37,18,0.85,0.6,July,Q3,2022,6,6
Coimbatore Institute of Technology (CIT),Sneha Singh 498,Dr. Amit V.,CIVIL,2024-25,3036,9,237,2,121,7,11.4,83,H001,Smart India Hackathon,External,Government,National,Online,69,84,14,3,40,5,3,5,0,College,63,177,63,9.3,18.4,37,0.53,11,2,75,MATLAB,47,23,27247,22,14,0.54,0.73,September,Q1,2023,11,5
PSG College of Technology,Deepak Kumar 487,Dr. Sunita M.,CSE,2023-24,3715,9,220,4,63,6,19.6,78,H001,Smart India Hackathon,External,Government,National,Online,84,88,12,7,30,25,11,3,1,,73,181,75,6.9,22.7,23,0.47,21,8,85,Python,46,23,25230,52,7,0.84,0.48,July,Q1,2023,7,5
Vellore Institute of Technology (VIT),Ishani Sharma 882,Prof. Ramesh B.,CHEMICAL,2022-23,3220,9,251,3,216,12,12.2,75,H001,Smart India Hackathon,External,Government,National,Online,79,52,9,9,33,17,10,8,1,National,87,68,66,6.7,14.9,18,0.79,32,1,82,Cloud,32,55,23977,34,11,0.81,0.77,March,Q3,2023,15,11
Kumaraguru College of Technology,Meera Das 842,Prof. Ramesh B.,PHARMACY,2022-23,3606,9,186,3,144,11,10.5,84,H002,College Innovation Hackathon,Internal,College,College,Offline,110,21,15,5,38,22,12,5,0,National,90,131,50,4.7,11.1,36,0.3,7,10,75,Python,22,49,25304,39,3,0.72,0.64,March,Q1,2022,8,18
Amrita Vishwa Vidyapeetham,Ishani Iyer 947,Dr. Rajesh K.,AI&DS,2024-25,3906,9,182,4,96,11,18.1,92,H001,Smart India Hackathon,External,Government,National,Offline,107,64,4,8,21,8,22,0,3,National,89,89,60,8.4,23.8,32,0.77,16,0,60,MATLAB,31,46,20140,42,4,0.45,0.74,January,Q1,2024,8,14
IIT Madras,Karthik Nair 275,Dr. Amit V.,MECH,2024-25,3905,9,255,2,126,13,16.3,89,H002,College Innovation Hackathon,Internal,College,College,Offline,24,71,12,3,41,6,16,3,1,,79,170,43,9.1,20.0,28,0.64,6,7,59,Python,20,43,19716,33,12,0.76,0.4,January,Q1,2024,16,8
Amrita Vishwa Vidyapeetham,Deepak Sharma 620,Dr. Meenakshi P.,CSE,2022-23,3537,9,258,2,132,7,10.7,79,H002,College Innovation Hackathon,Internal,College,College,Online,48,98,13,7,21,20,13,5,1,National,81,175,61,4.4,14.1,12,0.32,31,15,91,Embedded,20,19,21517,47,4,0.48,0.55,September,Q4,2024,6,11
IIT Madras,Pooja Verma 750,Dr. Meenakshi P.,CIVIL,2024-25,2756,9,207,3,109,15,18.5,79,H003,Industry CodeFest,External,Company,State,Offline,48,17,3,6,41,17,14,2,2,National,60,85,50,7.3,22.1,12,0.55,29,10,71,MATLAB,45,29,19683,26,17,0.66,0.47,January,Q2,2023,12,11
IIT Madras,Sneha Sharma 639,Dr. Rajesh K.,CHEMICAL,2022-23,2531,9,184,3,206,6,16.4,83,H001,Smart India Hackathon,External,Government,National,Online,65,46,3,8,44,20,15,8,2,State,60,68,47,4.0,14.7,17,0.7,5,9,76,Cloud,41,54,24117,54,17,0.58,0.63,March,Q1,2023,23,17
